currency_code,display_name,distance,duration,estimate,high_estimate,localized_display_name,low_estimate,minimum,product_id,surge_multiplier,lat,lng,time
USD,ASSIST,0.0,0,$7-8,8.0,ASSIST,7.0,8.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.2,37.7642204286,-122.4429465,2016-04-18 17:14:41.895467
USD,uberWAV,0.0,0,$9-10,10.0,uberWAV,9.0,10.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.2,37.7642204286,-122.4429465,2016-04-18 17:14:41.895467
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.7642204286,-122.4429465,2016-04-18 17:14:41.895467
USD,uberX,0.0,0,$8-9,9.0,uberX,8.0,9.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.4,37.76911,-122.4429465,2016-04-18 17:14:42.939440
USD,uberXL,0.0,0,$12-13,13.0,uberXL,12.0,12.0,821415d8-3bd5-4e27-9604-194e4359a449,1.5,37.76911,-122.4429465,2016-04-18 17:14:42.939440
USD,uberSELECT,0.0,0,$10-11,11.0,uberSELECT,10.0,11.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.0,37.76911,-122.4429465,2016-04-18 17:14:42.939440
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.76911,-122.4429465,2016-04-18 17:14:42.939440
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.76911,-122.4429465,2016-04-18 17:14:42.939440
USD,ASSIST,0.0,0,$8-9,9.0,ASSIST,8.0,9.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.4,37.76911,-122.4429465,2016-04-18 17:14:42.939440
USD,uberWAV,0.0,0,$11-12,12.0,uberWAV,11.0,11.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.4,37.76911,-122.4429465,2016-04-18 17:14:42.939440
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.76911,-122.4429465,2016-04-18 17:14:42.939440
USD,uberX,0.0,0,$8-9,9.0,uberX,8.0,8.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.3,37.7739995714,-122.4429465,2016-04-18 17:14:43.671200
USD,uberXL,0.0,0,$12-13,13.0,uberXL,12.0,12.0,821415d8-3bd5-4e27-9604-194e4359a449,1.5,37.7739995714,-122.4429465,2016-04-18 17:14:43.671200
USD,uberSELECT,0.0,0,$10-11,11.0,uberSELECT,10.0,11.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.0,37.7739995714,-122.4429465,2016-04-18 17:14:43.671200
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.7739995714,-122.4429465,2016-04-18 17:14:43.671200
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.7739995714,-122.4429465,2016-04-18 17:14:43.671200
USD,ASSIST,0.0,0,$8-9,9.0,ASSIST,8.0,8.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.3,37.7739995714,-122.4429465,2016-04-18 17:14:43.671200
USD,uberWAV,0.0,0,$10-11,11.0,uberWAV,10.0,11.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.3,37.7739995714,-122.4429465,2016-04-18 17:14:43.671200
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.7739995714,-122.4429465,2016-04-18 17:14:43.671200
USD,uberX,0.0,0,$8-9,9.0,uberX,8.0,8.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.3,37.7788891429,-122.4429465,2016-04-18 17:14:44.506393
USD,uberXL,0.0,0,$12-13,13.0,uberXL,12.0,12.0,821415d8-3bd5-4e27-9604-194e4359a449,1.5,37.7788891429,-122.4429465,2016-04-18 17:14:44.506393
USD,uberSELECT,0.0,0,$10-11,11.0,uberSELECT,10.0,11.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.0,37.7788891429,-122.4429465,2016-04-18 17:14:44.506393
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.7788891429,-122.4429465,2016-04-18 17:14:44.506393
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.7788891429,-122.4429465,2016-04-18 17:14:44.506393
USD,ASSIST,0.0,0,$8-9,9.0,ASSIST,8.0,8.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.3,37.7788891429,-122.4429465,2016-04-18 17:14:44.506393
USD,uberWAV,0.0,0,$10-11,11.0,uberWAV,10.0,11.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.3,37.7788891429,-122.4429465,2016-04-18 17:14:44.506393
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.7788891429,-122.4429465,2016-04-18 17:14:44.506393
USD,uberX,0.0,0,$7-8,8.0,uberX,7.0,8.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.2,37.7837787143,-122.4429465,2016-04-18 17:14:45.342193
USD,uberXL,0.0,0,$12-13,13.0,uberXL,12.0,12.0,821415d8-3bd5-4e27-9604-194e4359a449,1.5,37.7837787143,-122.4429465,2016-04-18 17:14:45.342193
USD,uberSELECT,0.0,0,$10-11,11.0,uberSELECT,10.0,11.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.0,37.7837787143,-122.4429465,2016-04-18 17:14:45.342193
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.7837787143,-122.4429465,2016-04-18 17:14:45.342193
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.7837787143,-122.4429465,2016-04-18 17:14:45.342193
USD,ASSIST,0.0,0,$7-8,8.0,ASSIST,7.0,8.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.2,37.7837787143,-122.4429465,2016-04-18 17:14:45.342193
USD,uberWAV,0.0,0,$9-10,10.0,uberWAV,9.0,10.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.2,37.7837787143,-122.4429465,2016-04-18 17:14:45.342193
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.7837787143,-122.4429465,2016-04-18 17:14:45.342193
USD,uberX,0.0,0,$7-8,8.0,uberX,7.0,8.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.2,37.7886682857,-122.4429465,2016-04-18 17:14:46.282506
USD,uberXL,0.0,0,$8-9,9.0,uberXL,8.0,9.0,821415d8-3bd5-4e27-9604-194e4359a449,1.0,37.7886682857,-122.4429465,2016-04-18 17:14:46.282506
USD,uberSELECT,0.0,0,$10-11,11.0,uberSELECT,10.0,11.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.0,37.7886682857,-122.4429465,2016-04-18 17:14:46.282506
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.7886682857,-122.4429465,2016-04-18 17:14:46.282506
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.7886682857,-122.4429465,2016-04-18 17:14:46.282506
USD,ASSIST,0.0,0,$7-8,8.0,ASSIST,7.0,8.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.2,37.7886682857,-122.4429465,2016-04-18 17:14:46.282506
USD,uberWAV,0.0,0,$9-10,10.0,uberWAV,9.0,10.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.2,37.7886682857,-122.4429465,2016-04-18 17:14:46.282506
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.7886682857,-122.4429465,2016-04-18 17:14:46.282506
USD,uberX,0.0,0,$7-8,8.0,uberX,7.0,8.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.2,37.7935578571,-122.4429465,2016-04-18 17:14:47.117867
USD,uberXL,0.0,0,$8-9,9.0,uberXL,8.0,9.0,821415d8-3bd5-4e27-9604-194e4359a449,1.0,37.7935578571,-122.4429465,2016-04-18 17:14:47.117867
USD,uberSELECT,0.0,0,$10-11,11.0,uberSELECT,10.0,11.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.0,37.7935578571,-122.4429465,2016-04-18 17:14:47.117867
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.7935578571,-122.4429465,2016-04-18 17:14:47.117867
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.7935578571,-122.4429465,2016-04-18 17:14:47.117867
USD,ASSIST,0.0,0,$7-8,8.0,ASSIST,7.0,8.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.2,37.7935578571,-122.4429465,2016-04-18 17:14:47.117867
USD,uberWAV,0.0,0,$9-10,10.0,uberWAV,9.0,10.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.2,37.7935578571,-122.4429465,2016-04-18 17:14:47.117867
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.7935578571,-122.4429465,2016-04-18 17:14:47.117867
USD,uberX,0.0,0,$6-7,7.0,uberX,6.0,7.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.0,37.7984474286,-122.4429465,2016-04-18 17:14:48.371184
USD,uberXL,0.0,0,$8-9,9.0,uberXL,8.0,9.0,821415d8-3bd5-4e27-9604-194e4359a449,1.0,37.7984474286,-122.4429465,2016-04-18 17:14:48.371184
USD,uberSELECT,0.0,0,$10-11,11.0,uberSELECT,10.0,11.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.0,37.7984474286,-122.4429465,2016-04-18 17:14:48.371184
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.7984474286,-122.4429465,2016-04-18 17:14:48.371184
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.7984474286,-122.4429465,2016-04-18 17:14:48.371184
USD,ASSIST,0.0,0,$6-7,7.0,ASSIST,6.0,7.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.0,37.7984474286,-122.4429465,2016-04-18 17:14:48.371184
USD,uberWAV,0.0,0,$8-9,9.0,uberWAV,8.0,9.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.0,37.7984474286,-122.4429465,2016-04-18 17:14:48.371184
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.7984474286,-122.4429465,2016-04-18 17:14:48.371184
USD,uberX,0.0,0,$6-7,7.0,uberX,6.0,7.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.0,37.803337,-122.4429465,2016-04-18 17:14:49.290226
USD,uberXL,0.0,0,$8-9,9.0,uberXL,8.0,9.0,821415d8-3bd5-4e27-9604-194e4359a449,1.0,37.803337,-122.4429465,2016-04-18 17:14:49.290226
USD,uberSELECT,0.0,0,$10-11,11.0,uberSELECT,10.0,11.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.0,37.803337,-122.4429465,2016-04-18 17:14:49.290226
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.803337,-122.4429465,2016-04-18 17:14:49.290226
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.803337,-122.4429465,2016-04-18 17:14:49.290226
USD,ASSIST,0.0,0,$6-7,7.0,ASSIST,6.0,7.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.0,37.803337,-122.4429465,2016-04-18 17:14:49.290226
USD,uberWAV,0.0,0,$8-9,9.0,uberWAV,8.0,9.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.0,37.803337,-122.4429465,2016-04-18 17:14:49.290226
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.803337,-122.4429465,2016-04-18 17:14:49.290226
USD,uberX,0.0,0,$6-7,7.0,uberX,6.0,7.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.0,37.734883,-122.433725857,2016-04-18 17:14:50.460099
USD,uberXL,0.0,0,$8-9,9.0,uberXL,8.0,9.0,821415d8-3bd5-4e27-9604-194e4359a449,1.0,37.734883,-122.433725857,2016-04-18 17:14:50.460099
USD,uberSELECT,0.0,0,$12-13,13.0,uberSELECT,12.0,12.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.2,37.734883,-122.433725857,2016-04-18 17:14:50.460099
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.734883,-122.433725857,2016-04-18 17:14:50.460099
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.734883,-122.433725857,2016-04-18 17:14:50.460099
USD,ASSIST,0.0,0,$6-7,7.0,ASSIST,6.0,7.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.0,37.734883,-122.433725857,2016-04-18 17:14:50.460099
USD,uberWAV,0.0,0,$8-9,9.0,uberWAV,8.0,9.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.0,37.734883,-122.433725857,2016-04-18 17:14:50.460099
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.734883,-122.433725857,2016-04-18 17:14:50.460099
USD,uberX,0.0,0,$6-7,7.0,uberX,6.0,7.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.0,37.7397725714,-122.433725857,2016-04-18 17:14:51.400225
USD,uberXL,0.0,0,$8-9,9.0,uberXL,8.0,9.0,821415d8-3bd5-4e27-9604-194e4359a449,1.0,37.7397725714,-122.433725857,2016-04-18 17:14:51.400225
USD,uberSELECT,0.0,0,$12-13,13.0,uberSELECT,12.0,12.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.2,37.7397725714,-122.433725857,2016-04-18 17:14:51.400225
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.7397725714,-122.433725857,2016-04-18 17:14:51.400225
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.7397725714,-122.433725857,2016-04-18 17:14:51.400225
USD,ASSIST,0.0,0,$6-7,7.0,ASSIST,6.0,7.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.0,37.7397725714,-122.433725857,2016-04-18 17:14:51.400225
USD,uberWAV,0.0,0,$8-9,9.0,uberWAV,8.0,9.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.0,37.7397725714,-122.433725857,2016-04-18 17:14:51.400225
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.7397725714,-122.433725857,2016-04-18 17:14:51.400225
USD,uberX,0.0,0,$6-7,7.0,uberX,6.0,7.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.0,37.7446621429,-122.433725857,2016-04-18 17:14:52.132342
USD,uberXL,0.0,0,$12-13,13.0,uberXL,12.0,12.0,821415d8-3bd5-4e27-9604-194e4359a449,1.5,37.7446621429,-122.433725857,2016-04-18 17:14:52.132342
USD,uberSELECT,0.0,0,$10-11,11.0,uberSELECT,10.0,11.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.0,37.7446621429,-122.433725857,2016-04-18 17:14:52.132342
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.7446621429,-122.433725857,2016-04-18 17:14:52.132342
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.7446621429,-122.433725857,2016-04-18 17:14:52.132342
USD,ASSIST,0.0,0,$6-7,7.0,ASSIST,6.0,7.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.0,37.7446621429,-122.433725857,2016-04-18 17:14:52.132342
USD,uberWAV,0.0,0,$8-9,9.0,uberWAV,8.0,9.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.0,37.7446621429,-122.433725857,2016-04-18 17:14:52.132342
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.7446621429,-122.433725857,2016-04-18 17:14:52.132342
USD,uberX,0.0,0,$6-7,7.0,uberX,6.0,7.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.0,37.7495517143,-122.433725857,2016-04-18 17:14:52.968024
USD,uberXL,0.0,0,$12-13,13.0,uberXL,12.0,12.0,821415d8-3bd5-4e27-9604-194e4359a449,1.5,37.7495517143,-122.433725857,2016-04-18 17:14:52.968024
USD,uberSELECT,0.0,0,$10-11,11.0,uberSELECT,10.0,11.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.0,37.7495517143,-122.433725857,2016-04-18 17:14:52.968024
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.7495517143,-122.433725857,2016-04-18 17:14:52.968024
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.7495517143,-122.433725857,2016-04-18 17:14:52.968024
USD,ASSIST,0.0,0,$6-7,7.0,ASSIST,6.0,7.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.0,37.7495517143,-122.433725857,2016-04-18 17:14:52.968024
USD,uberWAV,0.0,0,$8-9,9.0,uberWAV,8.0,9.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.0,37.7495517143,-122.433725857,2016-04-18 17:14:52.968024
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.7495517143,-122.433725857,2016-04-18 17:14:52.968024
USD,uberX,0.0,0,$6-7,7.0,uberX,6.0,7.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.0,37.7544412857,-122.433725857,2016-04-18 17:14:53.907241
USD,uberXL,0.0,0,$12-13,13.0,uberXL,12.0,12.0,821415d8-3bd5-4e27-9604-194e4359a449,1.5,37.7544412857,-122.433725857,2016-04-18 17:14:53.907241
USD,uberSELECT,0.0,0,$10-11,11.0,uberSELECT,10.0,11.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.0,37.7544412857,-122.433725857,2016-04-18 17:14:53.907241
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.7544412857,-122.433725857,2016-04-18 17:14:53.907241
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.7544412857,-122.433725857,2016-04-18 17:14:53.907241
USD,ASSIST,0.0,0,$6-7,7.0,ASSIST,6.0,7.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.0,37.7544412857,-122.433725857,2016-04-18 17:14:53.907241
USD,uberWAV,0.0,0,$8-9,9.0,uberWAV,8.0,9.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.0,37.7544412857,-122.433725857,2016-04-18 17:14:53.907241
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.7544412857,-122.433725857,2016-04-18 17:14:53.907241
USD,uberX,0.0,0,$8-9,9.0,uberX,8.0,9.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.4,37.7593308571,-122.433725857,2016-04-18 17:14:54.951409
USD,uberXL,0.0,0,$12-13,13.0,uberXL,12.0,12.0,821415d8-3bd5-4e27-9604-194e4359a449,1.5,37.7593308571,-122.433725857,2016-04-18 17:14:54.951409
USD,uberSELECT,0.0,0,$10-11,11.0,uberSELECT,10.0,11.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.0,37.7593308571,-122.433725857,2016-04-18 17:14:54.951409
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.7593308571,-122.433725857,2016-04-18 17:14:54.951409
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.7593308571,-122.433725857,2016-04-18 17:14:54.951409
USD,ASSIST,0.0,0,$8-9,9.0,ASSIST,8.0,9.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.4,37.7593308571,-122.433725857,2016-04-18 17:14:54.951409
USD,uberWAV,0.0,0,$11-12,12.0,uberWAV,11.0,11.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.4,37.7593308571,-122.433725857,2016-04-18 17:14:54.951409
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.7593308571,-122.433725857,2016-04-18 17:14:54.951409
USD,uberX,0.0,0,$9-10,10.0,uberX,9.0,9.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.5,37.7642204286,-122.433725857,2016-04-18 17:14:55.787128
USD,uberXL,0.0,0,$12-13,13.0,uberXL,12.0,12.0,821415d8-3bd5-4e27-9604-194e4359a449,1.5,37.7642204286,-122.433725857,2016-04-18 17:14:55.787128
USD,uberSELECT,0.0,0,$10-11,11.0,uberSELECT,10.0,11.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.0,37.7642204286,-122.433725857,2016-04-18 17:14:55.787128
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.7642204286,-122.433725857,2016-04-18 17:14:55.787128
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.7642204286,-122.433725857,2016-04-18 17:14:55.787128
USD,ASSIST,0.0,0,$9-10,10.0,ASSIST,9.0,9.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.5,37.7642204286,-122.433725857,2016-04-18 17:14:55.787128
USD,uberWAV,0.0,0,$12-13,13.0,uberWAV,12.0,12.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.5,37.7642204286,-122.433725857,2016-04-18 17:14:55.787128
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.7642204286,-122.433725857,2016-04-18 17:14:55.787128
USD,uberX,0.0,0,$9-10,10.0,uberX,9.0,9.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.5,37.76911,-122.433725857,2016-04-18 17:14:56.583881
USD,uberXL,0.0,0,$12-13,13.0,uberXL,12.0,12.0,821415d8-3bd5-4e27-9604-194e4359a449,1.5,37.76911,-122.433725857,2016-04-18 17:14:56.583881
USD,uberSELECT,0.0,0,$10-11,11.0,uberSELECT,10.0,11.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.0,37.76911,-122.433725857,2016-04-18 17:14:56.583881
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.76911,-122.433725857,2016-04-18 17:14:56.583881
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.76911,-122.433725857,2016-04-18 17:14:56.583881
USD,ASSIST,0.0,0,$9-10,10.0,ASSIST,9.0,9.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.5,37.76911,-122.433725857,2016-04-18 17:14:56.583881
USD,uberWAV,0.0,0,$12-13,13.0,uberWAV,12.0,12.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.5,37.76911,-122.433725857,2016-04-18 17:14:56.583881
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.76911,-122.433725857,2016-04-18 17:14:56.583881
USD,uberX,0.0,0,$9-10,10.0,uberX,9.0,9.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.5,37.7739995714,-122.433725857,2016-04-18 17:14:57.372197
USD,uberXL,0.0,0,$12-13,13.0,uberXL,12.0,12.0,821415d8-3bd5-4e27-9604-194e4359a449,1.5,37.7739995714,-122.433725857,2016-04-18 17:14:57.372197
USD,uberSELECT,0.0,0,$10-11,11.0,uberSELECT,10.0,11.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.0,37.7739995714,-122.433725857,2016-04-18 17:14:57.372197
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.7739995714,-122.433725857,2016-04-18 17:14:57.372197
USD,UberSUV,0.0,0,$25,25.0,UberSUV,25.0,25.0,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,1.0,37.7739995714,-122.433725857,2016-04-18 17:14:57.372197
USD,ASSIST,0.0,0,$9-10,10.0,ASSIST,9.0,9.0,ff5ed8fe-6585-4803-be13-3ca541235de3,1.5,37.7739995714,-122.433725857,2016-04-18 17:14:57.372197
USD,uberWAV,0.0,0,$12-13,13.0,uberWAV,12.0,12.0,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,1.5,37.7739995714,-122.433725857,2016-04-18 17:14:57.372197
,uberTAXI,0.0,0,Metered,,uberTAXI,,,3ab64887-4842-4c8e-9780-ccecd3a0391d,1.0,37.7739995714,-122.433725857,2016-04-18 17:14:57.372197
USD,uberX,0.0,0,$8-9,9.0,uberX,8.0,9.0,a1111c8c-c720-46c3-8534-2fcdd730040d,1.4,37.7788891429,-122.433725857,2016-04-18 17:14:58.220168
USD,uberXL,0.0,0,$12-13,13.0,uberXL,12.0,12.0,821415d8-3bd5-4e27-9604-194e4359a449,1.5,37.7788891429,-122.433725857,2016-04-18 17:14:58.220168
USD,uberSELECT,0.0,0,$10-11,11.0,uberSELECT,10.0,11.0,57c0ff4e-1493-4ef9-a4df-6b961525cf92,1.0,37.7788891429,-122.433725857,2016-04-18 17:14:58.220168
USD,UberBLACK,0.0,0,$15,15.0,UberBLACK,15.0,15.0,d4abaae7-f4d6-4152-91cc-77523e8165a4,1.0,37.7788891429,-122.433725857,2016-04-18 17:14:58.220168
