display_name,estimate,localized_display_name,product_id,lat,lng,time
UberBLACK,360,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.7788891429,-122.507491,2016-04-18 17:13:07.225371
UberSUV,360,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.7788891429,-122.507491,2016-04-18 17:13:07.225371
uberWAV,1440,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.7788891429,-122.507491,2016-04-18 17:13:07.225371
uberX,240,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.7837787143,-122.507491,2016-04-18 17:13:08.468417
uberXL,960,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.7837787143,-122.507491,2016-04-18 17:13:08.468417
uberSELECT,720,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.7837787143,-122.507491,2016-04-18 17:13:08.468417
UberBLACK,420,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.7837787143,-122.507491,2016-04-18 17:13:08.468417
UberSUV,420,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.7837787143,-122.507491,2016-04-18 17:13:08.468417
uberWAV,1560,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.7837787143,-122.507491,2016-04-18 17:13:08.468417
uberX,240,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.7886682857,-122.507491,2016-04-18 17:13:09.197573
uberXL,1860,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.7886682857,-122.507491,2016-04-18 17:13:09.197573
uberSELECT,720,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.7886682857,-122.507491,2016-04-18 17:13:09.197573
UberBLACK,420,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.7886682857,-122.507491,2016-04-18 17:13:09.197573
UberSUV,420,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.7886682857,-122.507491,2016-04-18 17:13:09.197573
uberWAV,1560,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.7886682857,-122.507491,2016-04-18 17:13:09.197573
uberX,540,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.7935578571,-122.507491,2016-04-18 17:13:10.075343
uberXL,3900,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.7935578571,-122.507491,2016-04-18 17:13:10.075343
uberSELECT,1380,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.7935578571,-122.507491,2016-04-18 17:13:10.075343
UberBLACK,780,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.7935578571,-122.507491,2016-04-18 17:13:10.075343
UberSUV,780,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.7935578571,-122.507491,2016-04-18 17:13:10.075343
uberWAV,2580,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.7935578571,-122.507491,2016-04-18 17:13:10.075343
uberX,660,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.7984474286,-122.507491,2016-04-18 17:13:10.967976
uberXL,3960,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.7984474286,-122.507491,2016-04-18 17:13:10.967976
uberSELECT,1440,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.7984474286,-122.507491,2016-04-18 17:13:10.967976
UberBLACK,900,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.7984474286,-122.507491,2016-04-18 17:13:10.967976
UberSUV,900,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.7984474286,-122.507491,2016-04-18 17:13:10.967976
uberWAV,2640,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.7984474286,-122.507491,2016-04-18 17:13:10.967976
uberX,780,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.803337,-122.507491,2016-04-18 17:13:11.789000
uberXL,4080,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.803337,-122.507491,2016-04-18 17:13:11.789000
uberSELECT,1140,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.803337,-122.507491,2016-04-18 17:13:11.789000
UberBLACK,1020,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.803337,-122.507491,2016-04-18 17:13:11.789000
UberSUV,1020,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.803337,-122.507491,2016-04-18 17:13:11.789000
uberWAV,2640,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.803337,-122.507491,2016-04-18 17:13:11.789000
uberX,300,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.734883,-122.498270357,2016-04-18 17:13:12.760042
uberXL,540,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.734883,-122.498270357,2016-04-18 17:13:12.760042
uberSELECT,780,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.734883,-122.498270357,2016-04-18 17:13:12.760042
UberBLACK,300,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.734883,-122.498270357,2016-04-18 17:13:12.760042
UberSUV,300,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.734883,-122.498270357,2016-04-18 17:13:12.760042
ASSIST,1080,ASSIST,ff5ed8fe-6585-4803-be13-3ca541235de3,37.734883,-122.498270357,2016-04-18 17:13:12.760042
uberWAV,1320,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.734883,-122.498270357,2016-04-18 17:13:12.760042
uberX,300,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.7397725714,-122.498270357,2016-04-18 17:13:13.625691
uberXL,540,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.7397725714,-122.498270357,2016-04-18 17:13:13.625691
uberSELECT,780,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.7397725714,-122.498270357,2016-04-18 17:13:13.625691
UberBLACK,360,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.7397725714,-122.498270357,2016-04-18 17:13:13.625691
UberSUV,360,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.7397725714,-122.498270357,2016-04-18 17:13:13.625691
uberWAV,1440,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.7397725714,-122.498270357,2016-04-18 17:13:13.625691
uberX,300,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.7446621429,-122.498270357,2016-04-18 17:13:15.027897
uberXL,480,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.7446621429,-122.498270357,2016-04-18 17:13:15.027897
uberSELECT,840,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.7446621429,-122.498270357,2016-04-18 17:13:15.027897
UberBLACK,360,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.7446621429,-122.498270357,2016-04-18 17:13:15.027897
UberSUV,360,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.7446621429,-122.498270357,2016-04-18 17:13:15.027897
uberWAV,1500,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.7446621429,-122.498270357,2016-04-18 17:13:15.027897
uberX,240,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.7495517143,-122.498270357,2016-04-18 17:13:15.848328
uberXL,480,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.7495517143,-122.498270357,2016-04-18 17:13:15.848328
uberSELECT,900,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.7495517143,-122.498270357,2016-04-18 17:13:15.848328
UberBLACK,300,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.7495517143,-122.498270357,2016-04-18 17:13:15.848328
UberSUV,300,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.7495517143,-122.498270357,2016-04-18 17:13:15.848328
uberWAV,1500,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.7495517143,-122.498270357,2016-04-18 17:13:15.848328
uberX,240,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.7544412857,-122.498270357,2016-04-18 17:13:16.850517
uberXL,480,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.7544412857,-122.498270357,2016-04-18 17:13:16.850517
uberSELECT,780,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.7544412857,-122.498270357,2016-04-18 17:13:16.850517
UberBLACK,240,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.7544412857,-122.498270357,2016-04-18 17:13:16.850517
UberSUV,240,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.7544412857,-122.498270357,2016-04-18 17:13:16.850517
uberWAV,1440,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.7544412857,-122.498270357,2016-04-18 17:13:16.850517
uberX,240,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.7593308571,-122.498270357,2016-04-18 17:13:17.683777
uberXL,540,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.7593308571,-122.498270357,2016-04-18 17:13:17.683777
uberSELECT,720,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.7593308571,-122.498270357,2016-04-18 17:13:17.683777
UberBLACK,240,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.7593308571,-122.498270357,2016-04-18 17:13:17.683777
UberSUV,240,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.7593308571,-122.498270357,2016-04-18 17:13:17.683777
uberWAV,1380,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.7593308571,-122.498270357,2016-04-18 17:13:17.683777
uberX,180,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.7642204286,-122.498270357,2016-04-18 17:13:18.603445
uberXL,600,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.7642204286,-122.498270357,2016-04-18 17:13:18.603445
uberSELECT,660,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.7642204286,-122.498270357,2016-04-18 17:13:18.603445
UberBLACK,240,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.7642204286,-122.498270357,2016-04-18 17:13:18.603445
UberSUV,240,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.7642204286,-122.498270357,2016-04-18 17:13:18.603445
uberWAV,1320,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.7642204286,-122.498270357,2016-04-18 17:13:18.603445
uberX,240,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.76911,-122.498270357,2016-04-18 17:13:19.328416
uberXL,660,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.76911,-122.498270357,2016-04-18 17:13:19.328416
uberSELECT,600,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.76911,-122.498270357,2016-04-18 17:13:19.328416
UberBLACK,300,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.76911,-122.498270357,2016-04-18 17:13:19.328416
UberSUV,300,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.76911,-122.498270357,2016-04-18 17:13:19.328416
uberWAV,1260,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.76911,-122.498270357,2016-04-18 17:13:19.328416
uberX,180,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.7739995714,-122.498270357,2016-04-18 17:13:20.059887
uberXL,780,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.7739995714,-122.498270357,2016-04-18 17:13:20.059887
uberSELECT,600,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.7739995714,-122.498270357,2016-04-18 17:13:20.059887
UberBLACK,300,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.7739995714,-122.498270357,2016-04-18 17:13:20.059887
UberSUV,300,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.7739995714,-122.498270357,2016-04-18 17:13:20.059887
uberWAV,1320,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.7739995714,-122.498270357,2016-04-18 17:13:20.059887
uberX,120,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.7788891429,-122.498270357,2016-04-18 17:13:20.912833
uberXL,540,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.7788891429,-122.498270357,2016-04-18 17:13:20.912833
uberSELECT,600,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.7788891429,-122.498270357,2016-04-18 17:13:20.912833
UberBLACK,300,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.7788891429,-122.498270357,2016-04-18 17:13:20.912833
UberSUV,300,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.7788891429,-122.498270357,2016-04-18 17:13:20.912833
uberWAV,1380,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.7788891429,-122.498270357,2016-04-18 17:13:20.912833
uberX,240,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.7837787143,-122.498270357,2016-04-18 17:13:22.174757
uberXL,480,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.7837787143,-122.498270357,2016-04-18 17:13:22.174757
uberSELECT,660,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.7837787143,-122.498270357,2016-04-18 17:13:22.174757
UberBLACK,300,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.7837787143,-122.498270357,2016-04-18 17:13:22.174757
UberSUV,300,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.7837787143,-122.498270357,2016-04-18 17:13:22.174757
uberWAV,1380,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.7837787143,-122.498270357,2016-04-18 17:13:22.174757
uberX,300,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.7886682857,-122.498270357,2016-04-18 17:13:23.098961
uberXL,540,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.7886682857,-122.498270357,2016-04-18 17:13:23.098961
uberSELECT,660,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.7886682857,-122.498270357,2016-04-18 17:13:23.098961
UberBLACK,360,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.7886682857,-122.498270357,2016-04-18 17:13:23.098961
UberSUV,360,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.7886682857,-122.498270357,2016-04-18 17:13:23.098961
uberWAV,1440,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.7886682857,-122.498270357,2016-04-18 17:13:23.098961
uberX,300,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.7935578571,-122.498270357,2016-04-18 17:13:24.033479
uberXL,540,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.7935578571,-122.498270357,2016-04-18 17:13:24.033479
uberSELECT,660,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.7935578571,-122.498270357,2016-04-18 17:13:24.033479
UberBLACK,360,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.7935578571,-122.498270357,2016-04-18 17:13:24.033479
UberSUV,360,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.7935578571,-122.498270357,2016-04-18 17:13:24.033479
uberWAV,1440,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.7935578571,-122.498270357,2016-04-18 17:13:24.033479
uberX,660,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.7984474286,-122.498270357,2016-04-18 17:13:24.918353
uberXL,1080,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.7984474286,-122.498270357,2016-04-18 17:13:24.918353
uberSELECT,1320,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.7984474286,-122.498270357,2016-04-18 17:13:24.918353
UberBLACK,720,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.7984474286,-122.498270357,2016-04-18 17:13:24.918353
UberSUV,720,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.7984474286,-122.498270357,2016-04-18 17:13:24.918353
uberWAV,2400,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.7984474286,-122.498270357,2016-04-18 17:13:24.918353
uberX,780,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.803337,-122.498270357,2016-04-18 17:13:25.850368
uberXL,1140,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.803337,-122.498270357,2016-04-18 17:13:25.850368
uberSELECT,1440,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.803337,-122.498270357,2016-04-18 17:13:25.850368
UberBLACK,900,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.803337,-122.498270357,2016-04-18 17:13:25.850368
UberSUV,900,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.803337,-122.498270357,2016-04-18 17:13:25.850368
uberWAV,2460,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.803337,-122.498270357,2016-04-18 17:13:25.850368
uberX,240,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.734883,-122.489049714,2016-04-18 17:13:26.583387
uberXL,420,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.734883,-122.489049714,2016-04-18 17:13:26.583387
uberSELECT,720,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.734883,-122.489049714,2016-04-18 17:13:26.583387
UberBLACK,300,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.734883,-122.489049714,2016-04-18 17:13:26.583387
UberSUV,300,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.734883,-122.489049714,2016-04-18 17:13:26.583387
ASSIST,1020,ASSIST,ff5ed8fe-6585-4803-be13-3ca541235de3,37.734883,-122.489049714,2016-04-18 17:13:26.583387
uberWAV,1260,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.734883,-122.489049714,2016-04-18 17:13:26.583387
uberX,240,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.7397725714,-122.489049714,2016-04-18 17:13:27.369033
uberXL,360,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.7397725714,-122.489049714,2016-04-18 17:13:27.369033
uberSELECT,840,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.7397725714,-122.489049714,2016-04-18 17:13:27.369033
UberBLACK,360,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.7397725714,-122.489049714,2016-04-18 17:13:27.369033
UberSUV,360,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.7397725714,-122.489049714,2016-04-18 17:13:27.369033
uberWAV,1380,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.7397725714,-122.489049714,2016-04-18 17:13:27.369033
uberX,240,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.7446621429,-122.489049714,2016-04-18 17:13:28.197869
uberXL,360,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.7446621429,-122.489049714,2016-04-18 17:13:28.197869
uberSELECT,900,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.7446621429,-122.489049714,2016-04-18 17:13:28.197869
UberBLACK,360,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.7446621429,-122.489049714,2016-04-18 17:13:28.197869
UberSUV,360,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.7446621429,-122.489049714,2016-04-18 17:13:28.197869
uberWAV,1440,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.7446621429,-122.489049714,2016-04-18 17:13:28.197869
uberX,120,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.7495517143,-122.489049714,2016-04-18 17:13:29.167069
uberXL,300,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.7495517143,-122.489049714,2016-04-18 17:13:29.167069
uberSELECT,780,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.7495517143,-122.489049714,2016-04-18 17:13:29.167069
UberBLACK,300,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.7495517143,-122.489049714,2016-04-18 17:13:29.167069
UberSUV,300,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.7495517143,-122.489049714,2016-04-18 17:13:29.167069
uberWAV,1440,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.7495517143,-122.489049714,2016-04-18 17:13:29.167069
uberX,120,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.7544412857,-122.489049714,2016-04-18 17:13:29.938252
uberXL,300,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.7544412857,-122.489049714,2016-04-18 17:13:29.938252
uberSELECT,720,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.7544412857,-122.489049714,2016-04-18 17:13:29.938252
UberBLACK,240,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.7544412857,-122.489049714,2016-04-18 17:13:29.938252
UberSUV,240,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.7544412857,-122.489049714,2016-04-18 17:13:29.938252
uberWAV,1380,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.7544412857,-122.489049714,2016-04-18 17:13:29.938252
uberX,180,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.7593308571,-122.489049714,2016-04-18 17:13:30.923078
uberXL,360,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.7593308571,-122.489049714,2016-04-18 17:13:30.923078
uberSELECT,660,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.7593308571,-122.489049714,2016-04-18 17:13:30.923078
UberBLACK,180,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.7593308571,-122.489049714,2016-04-18 17:13:30.923078
UberSUV,180,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.7593308571,-122.489049714,2016-04-18 17:13:30.923078
uberWAV,1320,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.7593308571,-122.489049714,2016-04-18 17:13:30.923078
uberX,120,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.7642204286,-122.489049714,2016-04-18 17:13:31.669266
uberXL,420,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.7642204286,-122.489049714,2016-04-18 17:13:31.669266
uberSELECT,600,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.7642204286,-122.489049714,2016-04-18 17:13:31.669266
UberBLACK,240,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.7642204286,-122.489049714,2016-04-18 17:13:31.669266
UberSUV,240,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.7642204286,-122.489049714,2016-04-18 17:13:31.669266
uberWAV,1260,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.7642204286,-122.489049714,2016-04-18 17:13:31.669266
uberX,300,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.76911,-122.489049714,2016-04-18 17:13:33.022844
uberXL,480,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.76911,-122.489049714,2016-04-18 17:13:33.022844
uberSELECT,540,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.76911,-122.489049714,2016-04-18 17:13:33.022844
UberBLACK,300,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.76911,-122.489049714,2016-04-18 17:13:33.022844
UberSUV,300,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.76911,-122.489049714,2016-04-18 17:13:33.022844
uberWAV,1200,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.76911,-122.489049714,2016-04-18 17:13:33.022844
uberX,240,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.7739995714,-122.489049714,2016-04-18 17:13:34.105665
uberXL,480,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.7739995714,-122.489049714,2016-04-18 17:13:34.105665
uberSELECT,480,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.7739995714,-122.489049714,2016-04-18 17:13:34.105665
UberBLACK,240,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.7739995714,-122.489049714,2016-04-18 17:13:34.105665
UberSUV,240,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.7739995714,-122.489049714,2016-04-18 17:13:34.105665
uberWAV,1200,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.7739995714,-122.489049714,2016-04-18 17:13:34.105665
uberX,240,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.7788891429,-122.489049714,2016-04-18 17:13:35.016537
uberXL,480,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.7788891429,-122.489049714,2016-04-18 17:13:35.016537
uberSELECT,480,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.7788891429,-122.489049714,2016-04-18 17:13:35.016537
UberBLACK,180,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.7788891429,-122.489049714,2016-04-18 17:13:35.016537
UberSUV,180,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.7788891429,-122.489049714,2016-04-18 17:13:35.016537
uberWAV,1260,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.7788891429,-122.489049714,2016-04-18 17:13:35.016537
uberX,240,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.7837787143,-122.489049714,2016-04-18 17:13:35.893788
uberXL,420,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.7837787143,-122.489049714,2016-04-18 17:13:35.893788
uberSELECT,420,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.7837787143,-122.489049714,2016-04-18 17:13:35.893788
UberBLACK,180,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.7837787143,-122.489049714,2016-04-18 17:13:35.893788
UberSUV,180,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.7837787143,-122.489049714,2016-04-18 17:13:35.893788
uberWAV,1380,uberWAV,2832a1f5-cfc0-48bb-ab76-7ea7a62060e7,37.7837787143,-122.489049714,2016-04-18 17:13:35.893788
uberX,360,uberX,a1111c8c-c720-46c3-8534-2fcdd730040d,37.7886682857,-122.489049714,2016-04-18 17:13:36.760376
uberXL,480,uberXL,821415d8-3bd5-4e27-9604-194e4359a449,37.7886682857,-122.489049714,2016-04-18 17:13:36.760376
uberSELECT,480,uberSELECT,57c0ff4e-1493-4ef9-a4df-6b961525cf92,37.7886682857,-122.489049714,2016-04-18 17:13:36.760376
UberBLACK,300,UberBLACK,d4abaae7-f4d6-4152-91cc-77523e8165a4,37.7886682857,-122.489049714,2016-04-18 17:13:36.760376
UberSUV,300,UberSUV,8920cb5e-51a4-4fa4-acdf-dd86c5e18ae0,37.7886682857,-122.489049714,2016-04-18 17:13:36.760376
